BirdtreeFormat,Family,O.C,Final.polygyny,Final.EPP,Syllable.rep.final,Syll.song.final,Song.rep.final,Duration.final,Interval.final,Song.rate,Continuity,EPPSourcedata
Calcarius_ornatus,Calcariidae,NA,0,1,NA,7.5,NA,NA,NA,NA,NA,NA
Calcarius_ornatus,Calcariidae,NA,0,1,NA,NA,NA,2.25,NA,NA,NA,NA
Calcarius_ornatus,Calcariidae,NA,0,1,NA,NA,NA,2.5,NA,NA,NA,NA
Calcarius_ornatus,Calcariidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,32% EPB
Calcarius_ornatus,Calcariidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA, Qualitative
Calcarius_pictus,Calcariidae,NA,NA,0,10.1,NA,NA,NA,NA,NA,NA,NA
Calcarius_pictus,Calcariidae,NA,NA,0,NA,10.1,NA,NA,NA,NA,NA,NA
Calcarius_pictus,Calcariidae,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA
Calcarius_pictus,Calcariidae,NA,NA,0,NA,NA,NA,1.63,NA,NA,NA,NA
Calcarius_pictus,Calcariidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
Calcarius_pictus,Calcariidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3.2% EPP
Calcarius_pictus,Calcariidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA, 0.9% EPP
Calicalicus_madagascariensis,Vangidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callacanthis_burtoni,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calocitta_formosa,Corvidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
Calocitta_formosa,Corvidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,9.38% EPP
Camaroptera_brachyura,Cisticolidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Camaroptera_brachyura,Cisticolidae,NA,0,NA,NA,NA,NA,2.1,NA,NA,NA,NA
Camaroptera_superciliaris,Cisticolidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campephaga_phoenicea,Campephagidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campephaga_phoenicea,Campephagidae,NA,0,NA,NA,NA,NA,7.5,NA,NA,NA,NA
Campephaga_quiscalina,Campephagidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campylorhynchus_brunneicapillus,Troglodytidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campylorhynchus_brunneicapillus,Troglodytidae,NA,0,NA,NA,NA,NA,2.9,NA,NA,NA,NA
Campylorhynchus_brunneicapillus,Troglodytidae,NA,0,NA,NA,NA,NA,NA,7.8,NA,NA,NA
Campylorhynchus_griseus,Troglodytidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
Campylorhynchus_griseus,Troglodytidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2.3% EPP
Campylorhynchus_griseus,Troglodytidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA, 0% EPB
Campylorhynchus_nuchalis,Troglodytidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
Campylorhynchus_nuchalis,Troglodytidae,NA,NA,0,NA,NA,5,NA,NA,NA,NA,NA
Campylorhynchus_nuchalis,Troglodytidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1.5% EPP
Campylorhynchus_nuchalis,Troglodytidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA, 4.6% EPB
Cardinalis_cardinalis,Cardinalidae,0,0,1,14,NA,NA,NA,NA,NA,NA,NA
Cardinalis_cardinalis,Cardinalidae,0,0,1,NA,1,NA,NA,NA,NA,NA,NA
Cardinalis_cardinalis,Cardinalidae,0,0,1,NA,1.5,NA,NA,NA,NA,NA,NA
Cardinalis_cardinalis,Cardinalidae,0,0,1,NA,NA,9,NA,NA,NA,NA,NA
Cardinalis_cardinalis,Cardinalidae,0,0,1,NA,NA,18.67,NA,NA,NA,NA,NA
Cardinalis_cardinalis,Cardinalidae,0,0,1,NA,NA,NA,1.8,NA,NA,NA,NA
Cardinalis_cardinalis,Cardinalidae,0,0,1,NA,NA,NA,NA,6.9,NA,NA,NA
Cardinalis_cardinalis,Cardinalidae,0,0,1,NA,NA,NA,NA,NA,NA,NA,13.5% EPP
Cardinalis_cardinalis,Cardinalidae,0,0,1,NA,NA,NA,NA,NA,NA,NA, 15.8% EPB
Carduelis_cannabina,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carduelis_carduelis,Fringillidae,NA,0,NA,60,NA,NA,NA,NA,NA,NA,NA
Carduelis_carduelis,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carduelis_chloris,Fringillidae,1,0,NA,32.5,NA,NA,NA,NA,NA,NA,NA
Carduelis_chloris,Fringillidae,1,0,NA,NA,3,NA,NA,NA,NA,NA,NA
Carduelis_chloris,Fringillidae,1,0,NA,NA,NA,22,NA,NA,NA,NA,NA
Carduelis_chloris,Fringillidae,1,0,NA,NA,NA,1000,NA,NA,NA,NA,NA
Carduelis_chloris,Fringillidae,1,0,NA,NA,NA,NA,1000,NA,NA,NA,NA
Carduelis_chloris,Fringillidae,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carduelis_citrinella,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carduelis_flammea,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carduelis_flammea,Fringillidae,NA,0,NA,NA,NA,16,NA,NA,NA,NA,NA
Carduelis_flammea,Fringillidae,NA,0,NA,NA,NA,NA,100,NA,NA,NA,NA
Carduelis_flavirostris,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carduelis_hornemanni,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carduelis_lawrencei,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carduelis_pinus,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carduelis_psaltria,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carduelis_spinoides,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carduelis_spinus,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carduelis_spinus,Fringillidae,NA,0,NA,NA,15,NA,NA,NA,NA,NA,NA
Carduelis_spinus,Fringillidae,NA,0,NA,NA,NA,NA,1000,NA,NA,NA,NA
Carduelis_tristis,Fringillidae,NA,0,1,33,NA,NA,NA,NA,NA,NA,NA
Carduelis_tristis,Fringillidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Carduelis_tristis,Fringillidae,NA,0,1,NA,NA,100,NA,NA,NA,NA,NA
Carduelis_tristis,Fringillidae,NA,0,1,NA,NA,NA,100,NA,NA,NA,NA
Carduelis_tristis,Fringillidae,NA,0,1,NA,NA,NA,1000,NA,NA,NA,NA
Carduelis_tristis,Fringillidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,14% EPP
Carduelis_tristis,Fringillidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA, 26.7% EPB
Carpodacus_cassinii,Fringillidae,0,0,NA,27,NA,NA,NA,NA,NA,NA,NA
Carpodacus_cassinii,Fringillidae,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carpodacus_cassinii,Fringillidae,0,0,NA,NA,NA,86,NA,NA,NA,NA,NA
Carpodacus_erythrinus,Fringillidae,0,0,1,5.3,NA,NA,NA,NA,NA,NA,NA
Carpodacus_erythrinus,Fringillidae,0,0,1,NA,4.5,NA,NA,NA,NA,NA,NA
Carpodacus_erythrinus,Fringillidae,0,0,1,NA,5.3,NA,NA,NA,NA,NA,NA
Carpodacus_erythrinus,Fringillidae,0,0,1,NA,NA,1,NA,NA,NA,NA,NA
Carpodacus_erythrinus,Fringillidae,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Carpodacus_erythrinus,Fringillidae,0,0,1,NA,NA,NA,NA,NA,NA,NA,32% EPB
Carpodacus_erythrinus,Fringillidae,0,0,1,NA,NA,NA,NA,NA,NA,NA, 33.87% EPB
Carpodacus_mexicanus,Fringillidae,NA,0,1,43.23,NA,NA,NA,NA,NA,NA,NA
Carpodacus_mexicanus,Fringillidae,NA,0,1,38.8,NA,NA,NA,NA,NA,NA,NA
Carpodacus_mexicanus,Fringillidae,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA
Carpodacus_mexicanus,Fringillidae,NA,0,1,NA,1.3,NA,NA,NA,NA,NA,NA
Carpodacus_mexicanus,Fringillidae,NA,0,1,NA,15.5,NA,NA,NA,NA,NA,NA
Carpodacus_mexicanus,Fringillidae,NA,0,1,NA,NA,4,NA,NA,NA,NA,NA
Carpodacus_mexicanus,Fringillidae,NA,0,1,NA,NA,4.5,NA,NA,NA,NA,NA
Carpodacus_mexicanus,Fringillidae,NA,0,1,NA,NA,NA,1.9,NA,NA,NA,NA
Carpodacus_mexicanus,Fringillidae,NA,0,1,NA,NA,NA,NA,4.9,NA,NA,NA
Carpodacus_mexicanus,Fringillidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,14.89% EPB
Carpodacus_puniceus,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carpodacus_purpureus,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carpodacus_purpureus,Fringillidae,NA,0,NA,NA,15,NA,NA,NA,NA,NA,NA
Carpodacus_purpureus,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carpodacus_purpureus,Fringillidae,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA
Carpodacus_roseus,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carpodacus_rubicilla,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carpodacus_synoicus,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catharus_fuscescens,Turdidae,NA,0,NA,12,NA,NA,NA,NA,NA,NA,NA
Catharus_fuscescens,Turdidae,NA,0,NA,NA,3,NA,NA,NA,NA,NA,NA
Catharus_fuscescens,Turdidae,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA
Catharus_fuscescens,Turdidae,NA,0,NA,NA,NA,NA,1.84,NA,NA,NA,NA
Catharus_fuscescens,Turdidae,NA,0,NA,NA,NA,NA,NA,4.56,NA,NA,NA
Catharus_fuscescens,Turdidae,NA,0,NA,NA,NA,NA,NA,6.73,NA,NA,NA
Catharus_fuscescens,Turdidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catharus_guttatus,Turdidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catharus_guttatus,Turdidae,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Catharus_guttatus,Turdidae,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA
Catharus_guttatus,Turdidae,NA,NA,NA,NA,NA,NA,1.59,NA,NA,NA,NA
Catharus_guttatus,Turdidae,NA,NA,NA,NA,NA,NA,NA,3.71,NA,NA,NA
Catharus_guttatus,Turdidae,NA,NA,NA,NA,NA,NA,NA,6.98,NA,NA,NA
Catharus_minimus,Turdidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catharus_minimus,Turdidae,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA
Catharus_minimus,Turdidae,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA
Catharus_minimus,Turdidae,NA,0,NA,NA,NA,NA,2.14,NA,NA,NA,NA
Catharus_minimus,Turdidae,NA,0,NA,NA,NA,NA,NA,6.43,NA,NA,NA
Catharus_ustulatus,Turdidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catharus_ustulatus,Turdidae,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
Catharus_ustulatus,Turdidae,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
Catharus_ustulatus,Turdidae,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
Catharus_ustulatus,Turdidae,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
Catherpes_mexicanus,Troglodytidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catherpes_mexicanus,Troglodytidae,NA,0,NA,NA,3,NA,NA,NA,NA,NA,NA
Catherpes_mexicanus,Troglodytidae,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA
Catherpes_mexicanus,Troglodytidae,NA,0,NA,NA,NA,NA,4.6,NA,NA,NA,NA
Cephalopyrus_flammiceps,unknown,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cercomacra_tyrannina,Thamnophilidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
Cercomacra_tyrannina,Thamnophilidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0% EPP
Cercomacra_tyrannina,Thamnophilidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA, 0% EPB
Cercomacra_tyrannina,Thamnophilidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA, 0% EPP
Certhia_brachydactyla,Certhiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Certhia_brachydactyla,Certhiidae,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Certhia_brachydactyla,Certhiidae,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Certhia_brachydactyla,Certhiidae,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA
Certhia_familiaris,Certhiidae,0,0,NA,5,NA,NA,NA,NA,NA,NA,NA
Certhia_familiaris,Certhiidae,0,0,NA,NA,5,NA,NA,NA,NA,NA,NA
Certhia_familiaris,Certhiidae,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA
Certhia_familiaris,Certhiidae,0,0,NA,NA,NA,NA,1.2,NA,NA,NA,NA
Certhia_familiaris,Certhiidae,0,0,NA,NA,NA,NA,3,NA,NA,NA,NA
Certhia_familiaris,Certhiidae,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Certhilauda_albescens,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Certhilauda_albescens,Alaudidae,NA,0,NA,NA,NA,NA,1.25,NA,NA,NA,NA
Certhilauda_barlowi,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Certhilauda_barlowi,Alaudidae,NA,0,NA,NA,NA,NA,1.75,NA,NA,NA,NA
Certhilauda_burra,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Certhilauda_burra,Alaudidae,NA,0,NA,NA,NA,NA,1.25,NA,NA,NA,NA
Certhilauda_chuana,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Certhilauda_erythrochlamys,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Certhilauda_erythrochlamys,Alaudidae,NA,0,NA,NA,NA,NA,2.25,NA,NA,NA,NA
Certhilauda_subcoronata,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cettia_cetti,Scotocercidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cettia_cetti,Scotocercidae,NA,0,NA,NA,4,NA,NA,NA,NA,NA,NA
Cettia_cetti,Scotocercidae,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA
Cettia_cetti,Scotocercidae,NA,0,NA,NA,NA,NA,NA,17.5,NA,NA,NA
Cettia_fortipes,Scotocercidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chaetops_aurantius,Chaetopidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chaetops_frenatus,Chaetopidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chamaea_fasciata,Paradoxornithidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chamaea_fasciata,Paradoxornithidae,NA,0,NA,NA,NA,NA,3.5,NA,NA,NA,NA
Chasiempis_sandwichensis,Monarchidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chlamydera_cerviniventris,Ptilonorhynchidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chlamydera_guttata,Ptilonorhynchidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chlamydera_lauterbachi,Ptilonorhynchidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chlamydera_maculata,Ptilonorhynchidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chlamydera_nuchalis,Ptilonorhynchidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chlorocichla_flaviventris,Pycnonotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chloropeta_natalensis,Acrocephalidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chondestes_grammacus,Passerellidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chrysomus_icterocephalus,Icteridae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cicinnurus_magnificus,Paradisaeidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cinclodes_albidiventris,Furnariidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cinclodes_albidiventris,Furnariidae,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA
Cinclodes_albiventris,Furnariidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cinclodes_albiventris,Furnariidae,NA,0,NA,NA,NA,NA,3.5,NA,NA,NA,NA
Cinclodes_antarcticus,Furnariidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cinclodes_comechingonus,Furnariidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cinclodes_fuscus,Furnariidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cinclodes_fuscus,Furnariidae,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA
Cincloramphus_cruralis,Locustellidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cinclus_cinclus,Cinclidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cinclus_cinclus,Cinclidae,NA,1,NA,NA,12,NA,NA,NA,NA,NA,NA
Cinclus_mexicanus,Cinclidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cinclus_mexicanus,Cinclidae,NA,0,NA,NA,2,NA,NA,NA,NA,NA,NA
Cinclus_pallasii,Cinclidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cinclus_schulzi,Cinclidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cinnyricinclus_leucogaster,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cisticola_anonymus,Cisticolidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cisticola_anonymus,Cisticolidae,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA
Cisticola_ayresii,Cisticolidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cisticola_brunnescens,Cisticolidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cisticola_cinereolus,Cisticolidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cisticola_cinereolus,Cisticolidae,NA,NA,NA,NA,NA,NA,1.75,NA,NA,NA,NA
Cisticola_exilis,Cisticolidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cisticola_exilis,Cisticolidae,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA
Cisticola_juncidis,Cisticolidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cisticola_juncidis,Cisticolidae,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA
Cisticola_juncidis,Cisticolidae,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
Cisticola_juncidis,Cisticolidae,NA,1,NA,NA,NA,NA,0.8,NA,NA,NA,NA
Cisticola_juncidis,Cisticolidae,NA,1,NA,NA,NA,NA,1.2,NA,NA,NA,NA
Cisticola_juncidis,Cisticolidae,NA,1,NA,NA,NA,NA,NA,1.6,NA,NA,NA
Cisticola_robustus,Cisticolidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cisticola_robustus,Cisticolidae,NA,0,NA,NA,NA,NA,0.75,NA,NA,NA,NA
Cisticola_tinniens,Cisticolidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cisticola_tinniens,Cisticolidae,NA,0,NA,NA,NA,NA,0.9,NA,NA,NA,NA
Cistothorus_meridae,Troglodytidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cistothorus_meridae,Troglodytidae,NA,NA,NA,NA,NA,22.5,NA,NA,NA,NA,NA
Cistothorus_palustris,Troglodytidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cistothorus_palustris,Troglodytidae,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA
Cistothorus_palustris,Troglodytidae,NA,1,NA,NA,NA,54,NA,NA,NA,NA,NA
Cistothorus_palustris,Troglodytidae,NA,1,NA,NA,NA,159,NA,NA,NA,NA,NA
Cistothorus_platensis,Troglodytidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cistothorus_platensis,Troglodytidae,NA,1,NA,NA,66,NA,NA,NA,NA,NA,NA
Cistothorus_platensis,Troglodytidae,NA,1,NA,NA,NA,110,NA,NA,NA,NA,NA
Cistothorus_platensis,Troglodytidae,NA,1,NA,NA,NA,NA,1.5,NA,NA,NA,NA
Cistothorus_platensis,Troglodytidae,NA,1,NA,NA,NA,NA,NA,2.1,NA,NA,NA
Clypicterus_oseryi,Icteridae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coccothraustes_coccothraustes,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coccothraustes_coccothraustes,Fringillidae,NA,0,NA,NA,6,NA,NA,NA,NA,NA,NA
Conopophaga_lineata,Conopophaga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conopophaga_lineata,Conopophaga,NA,NA,NA,NA,NA,NA,2.75,NA,NA,NA,NA
Contopus_sordidulus,Tyrannidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coracina_azurea,Campephagidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coracina_cinerea,Campephagidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corvus_brachyrhynchos,Corvidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Corvus_brachyrhynchos,Corvidae,NA,0,1,NA,NA,17,NA,NA,NA,NA,NA
Corvus_brachyrhynchos,Corvidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,21.7% EPP
Corvus_corone,Corvidae,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Corvus_corone,Corvidae,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0% EPP
Corvus_monedula,Corvidae,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Corvus_monedula,Corvidae,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.9% EPP
Corvus_rhipidurus,Corvidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cosmopsarus_regius,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cosmopsarus_unicolor,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cranioleuca_erythrops,Furnariidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Creatophora_cinerea,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Creatophora_cinerea,Sturnidae,NA,0,NA,NA,NA,NA,20,NA,NA,NA,NA
Criniger_calurus,Pycnonotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Culicicapa_ceylonensis,Stenostiridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curaeus_curaeus,Icteridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyanocitta_cristata,Corvidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyclarhis_gujanensis,Vireonidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyclarhis_gujanensis,Vireonidae,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Delichon_urbicum,Hirundinidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Delichon_urbicum,Hirundinidae,NA,0,1,NA,4,NA,NA,NA,NA,NA,NA
Delichon_urbicum,Hirundinidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,18.6% EPP
Delichon_urbicum,Hirundinidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA, 73% EPP
Dendroica_adelaidae,Parulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendroica_caerulescens,Parulidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Dendroica_caerulescens,Parulidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Dendroica_caerulescens,Parulidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,"23% EPP, 34% EPB"
Dendroica_caerulescens,Parulidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA, 44% EPP
Dendroica_castanea,Parulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendroica_castanea,Parulidae,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Dendroica_castanea,Parulidae,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Dendroica_castanea,Parulidae,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Dendroica_castanea,Parulidae,NA,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA
Dendroica_castanea,Parulidae,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
Dendroica_cerulea,Parulidae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Dendroica_cerulea,Parulidae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,57.1% EPP
Dendroica_coronata,Parulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendroica_coronata,Parulidae,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA
Dendroica_coronata,Parulidae,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Dendroica_coronata,Parulidae,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA
Dendroica_coronata,Parulidae,NA,NA,NA,NA,NA,NA,1.49,NA,NA,NA,NA
Dendroica_coronata,Parulidae,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA
Dendroica_coronata,Parulidae,NA,NA,NA,NA,NA,NA,NA,11.11,NA,NA,NA
Dendroica_discolor,Parulidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendroica_discolor,Parulidae,NA,1,NA,NA,6,NA,NA,NA,NA,NA,NA
Dendroica_discolor,Parulidae,NA,1,NA,NA,NA,9,NA,NA,NA,NA,NA
Dendroica_discolor,Parulidae,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA
Dendroica_dominica,Parulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dendroica_dominica,Parulidae,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Dendroica_fusca,Parulidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
